model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,market_value
 3 Series,2014,17999,Semi-Auto,26311,Hybrid,135,47.9,3.0,18587.436
 2 Series,2017,17895,Semi-Auto,15500,Petrol,150,48.7,2.0,18587.348
 4 Series,2017,18850,Automatic,26498,Diesel,145,65.7,2.0,18587.006
 5 Series,2015,16998,Semi-Auto,31322,Diesel,145,53.3,3.0,18586.14
 i3,2017,19300,Automatic,32867,Other,0,470.8,0.6,18584.75
 2 Series,2019,17980,Manual,7168,Petrol,145,52.3,1.5,18582.72
 5 Series,2017,15750,Automatic,28762,Diesel,30,62.8,2.0,18580.943
 3 Series,2016,17498,Semi-Auto,27146,Diesel,150,56.5,3.0,18578.479
 4 Series,2016,19000,Manual,10267,Petrol,200,43.5,2.0,18578.307
 2 Series,2019,16998,Manual,7201,Petrol,150,42.8,1.5,18576.729
 3 Series,2017,17998,Semi-Auto,34118,Diesel,150,60.1,2.0,18575.55
 3 Series,2016,16000,Automatic,51440,Diesel,165,49.6,3.0,18571.863
 1 Series,2019,18495,Manual,7752,Diesel,145,70.6,1.5,18571.521
 X1,2017,18495,Automatic,8000,Diesel,30,65.7,2.0,18570.549
 3 Series,2016,19300,Semi-Auto,13500,Hybrid,0,134.5,2.0,18570.166
 3 Series,2018,17498,Semi-Auto,16149,Petrol,145,51.4,1.5,18569.475
 2 Series,2018,18490,Automatic,7913,Diesel,145,56.5,1.5,18569.166
 X3,2016,17800,Automatic,47452,Diesel,145,54.3,2.0,18564.744
 1 Series,2019,18900,Manual,5379,Diesel,145,70.6,1.5,18560.69
 4 Series,2015,17786,Automatic,45550,Petrol,260,37.2,3.0,18556.494
 4 Series,2017,18499,Automatic,29383,Diesel,145,65.7,2.0,18555.846
 X3,2015,17000,Automatic,36275,Diesel,145,54.3,2.0,18553.414
 X3,2015,20850,Automatic,36054,Diesel,145,54.3,2.0,18553.414
 5 Series,2016,19370,Semi-Auto,47937,Diesel,160,51.4,3.0,18552.252
 3 Series,2017,19991,Semi-Auto,27123,Diesel,145,62.8,2.0,18551.598
 3 Series,2017,18980,Semi-Auto,26284,Diesel,145,62.8,2.0,18551.598
 X1,2016,18995,Automatic,24299,Diesel,145,55.4,2.0,18546.041
 1 Series,2019,17980,Manual,8159,Diesel,145,70.6,1.5,18544.504
 2 Series,2016,19780,Semi-Auto,14041,Petrol,160,45.6,2.0,18541.453
 3 Series,2017,17998,Semi-Auto,24253,Diesel,150,64.2,2.0,18537.3
 1 Series,2017,19450,Automatic,45000,Petrol,150,39.8,3.0,18534.924
 5 Series,2016,16310,Semi-Auto,47640,Diesel,160,51.4,3.0,18529.955
 X3,2016,16800,Automatic,43956,Diesel,145,54.3,2.0,18528.742
 2 Series,2017,17990,Semi-Auto,15630,Diesel,145,62.8,2.0,18528.576
 3 Series,2017,17495,Semi-Auto,23000,Petrol,145,48.7,2.0,18528.43
 X3,2015,16500,Semi-Auto,48000,Diesel,145,54.3,2.0,18527.488
 X1,2016,18101,Semi-Auto,33049,Diesel,125,57.6,2.0,18527.158
 1 Series,2019,18980,Semi-Auto,17950,Diesel,150,67.3,2.0,18523.793
 2 Series,2017,18490,Automatic,12941,Hybrid,0,141.2,1.5,18521.305
 2 Series,2017,16500,Manual,66410,Petrol,260,36.2,3.0,18518.89
 4 Series,2017,17495,Manual,13471,Petrol,145,46.3,2.0,18517.727
 3 Series,2015,17190,Semi-Auto,51050,Diesel,200,49.6,3.0,18513.068
 2 Series,2016,18995,Semi-Auto,29707,Petrol,205,43.5,2.0,18512.629
 1 Series,2019,17995,Manual,4658,Diesel,145,68.9,2.0,18509.357
 Z4,2017,17979,Automatic,21779,Petrol,200,41.5,2.0,18508.896
 1 Series,2019,17847,Manual,3731,Petrol,145,53.3,1.5,18507.303
 5 Series,2015,17830,Semi-Auto,33910,Diesel,160,51.4,3.0,18506.55
 3 Series,2016,18656,Semi-Auto,41200,Diesel,150,53.3,3.0,18503.404
 5 Series,2016,19998,Semi-Auto,16555,Diesel,160,51.4,2.0,18502.791
 4 Series,2017,19259,Automatic,29871,Diesel,145,65.7,2.0,18502.328
 1 Series,2019,17990,Semi-Auto,5900,Diesel,150,72.4,1.5,18497.81
 X1,2016,18187,Automatic,21225,Diesel,125,57.6,2.0,18497.299
 3 Series,2017,17990,Semi-Auto,28589,Diesel,145,62.8,2.0,18494.6
 3 Series,2016,18498,Semi-Auto,36501,Diesel,145,53.3,3.0,18489.584
 1 Series,2019,21898,Semi-Auto,14720,Diesel,145,67.3,2.0,18488.791
 3 Series,2017,16998,Semi-Auto,8096,Petrol,145,51.4,2.0,18487.496
 3 Series,2016,19495,Semi-Auto,29125,Diesel,150,56.5,3.0,18485.178
 X1,2017,18900,Automatic,33514,Diesel,145,60.1,2.0,18484.42
 1 Series,2017,16490,Manual,31000,Petrol,260,36.2,3.0,18482.553
 2 Series,2018,18475,Semi-Auto,14616,Petrol,145,50.4,1.5,18480.98
 3 Series,2016,17990,Automatic,36000,Diesel,160,51.4,3.0,18479.818
 3 Series,2016,19490,Semi-Auto,14302,Diesel,145,56.5,3.0,18478.018
 2 Series,2016,18999,Automatic,35159,Petrol,260,37.2,3.0,18472.889
 5 Series,2015,18495,Semi-Auto,36200,Diesel,160,50.4,3.0,18469.773
 3 Series,2016,20584,Semi-Auto,36137,Diesel,145,53.3,3.0,18468.346
 X3,2016,16998,Semi-Auto,63589,Diesel,145,54.3,2.0,18467.031
 5 Series,2015,21857,Semi-Auto,44183,Diesel,160,49.6,3.0,18466.21
 X3,2015,20500,Automatic,35000,Diesel,145,54.3,2.0,18465.463
 3 Series,2016,18898,Automatic,13493,Petrol,160,44.1,2.0,18465.379
 2 Series,2016,16490,Manual,24000,Petrol,300,34.9,3.0,18461.398
 X5,2013,17990,Automatic,53102,Diesel,300,38.2,3.0,18460.877
 4 Series,2015,18290,Semi-Auto,25000,Diesel,145,56.5,3.0,18456.889
 4 Series,2017,17499,Automatic,33711,Diesel,145,65.7,2.0,18454.184
 X1,2018,18697,Automatic,45268,Diesel,145,57.6,2.0,18453.799
 3 Series,2018,18000,Automatic,21057,Diesel,150,64.2,0.0,18453.43
 4 Series,2016,18584,Semi-Auto,30158,Diesel,125,60.1,2.0,18451.84
 4 Series,2017,19500,Automatic,32632,Diesel,125,58.9,2.0,18448.963
 4 Series,2017,17999,Automatic,26807,Diesel,125,60.1,2.0,18448.205
 1 Series,2019,16000,Automatic,9119,Petrol,150,38.7,1.5,18447.566
 4 Series,2017,19350,Automatic,18399,Diesel,30,64.2,2.0,18447.229
 1 Series,2019,19840,Semi-Auto,5077,Petrol,145,55.5,1.5,18446.457
 X1,2016,19300,Semi-Auto,25300,Diesel,125,60.1,2.0,18445.873
 X1,2016,17990,Semi-Auto,25216,Diesel,125,60.1,2.0,18445.873
 4 Series,2017,17000,Automatic,27000,Petrol,150,48.7,2.0,18442.607
 3 Series,2017,19000,Automatic,19345,Diesel,150,64.2,2.0,18441.668
 5 Series,2015,17970,Semi-Auto,29060,Diesel,145,53.3,3.0,18439.5
 1 Series,2016,12995,Semi-Auto,33291,Diesel,20,67.3,2.0,18439.32
 X1,2016,17980,Semi-Auto,39004,Petrol,160,44.8,2.0,18437.031
 1 Series,2019,19999,Semi-Auto,16106,Diesel,145,67.3,2.0,18424.969
 4 Series,2016,19950,Automatic,20600,Diesel,125,60.1,2.0,18421.994
 3 Series,2016,18990,Automatic,38000,Diesel,160,51.4,3.0,18420.031
 X4,2015,17000,Automatic,59016,Diesel,145,54.3,2.0,18419.494
 1 Series,2019,17888,Automatic,999,Petrol,145,55.5,1.5,18418.459
 1 Series,2019,18498,Semi-Auto,11234,Diesel,145,68.9,2.0,18416.244
 3 Series,2017,18858,Semi-Auto,29190,Diesel,145,62.8,2.0,18413.54
 X1,2017,17000,Manual,18000,Diesel,125,58.9,2.0,18413.32
 X1,2017,17990,Semi-Auto,36687,Diesel,125,57.6,2.0,18412.965
 4 Series,2017,16000,Manual,16359,Petrol,145,46.3,2.0,18410.477
 3 Series,2016,20990,Automatic,35000,Diesel,160,51.4,3.0,18410.186
 3 Series,2018,19990,Manual,2459,Petrol,150,47.9,2.0,18409.838
 2 Series,2018,20000,Automatic,20915,Diesel,145,49.6,2.0,18409.7
 4 Series,2016,18860,Semi-Auto,15422,Diesel,30,65.7,2.0,18405.385
 X4,2014,18500,Automatic,67210,Diesel,200,47.9,3.0,18404.092
 3 Series,2017,19645,Semi-Auto,27900,Diesel,150,64.2,2.0,18397.588
 2 Series,2017,18490,Semi-Auto,14440,Diesel,145,64.2,2.0,18395.91
 3 Series,2017,17998,Semi-Auto,32000,Diesel,145,62.8,2.0,18395.266
 3 Series,2016,17498,Semi-Auto,28897,Diesel,145,54.3,3.0,18393.299
 3 Series,2018,18000,Automatic,24716,Diesel,150,64.2,0.0,18388.178
 X1,2016,19495,Semi-Auto,38267,Petrol,160,44.8,2.0,18379.117
 4 Series,2016,18100,Automatic,39891,Diesel,145,53.3,3.0,18377.965
 5 Series,2015,17000,Semi-Auto,40750,Diesel,160,50.4,3.0,18374.678
 3 Series,2017,18999,Semi-Auto,28563,Diesel,150,64.2,2.0,18373.938
 4 Series,2016,20999,Semi-Auto,16210,Diesel,30,65.7,2.0,18371.102
 X1,2017,18000,Automatic,22461,Diesel,145,65.7,2.0,18369.42
 2 Series,2018,17950,Semi-Auto,30000,Diesel,145,49.6,2.0,18369.066
 X1,2016,17998,Semi-Auto,34813,Diesel,145,55.4,2.0,18367.611
 3 Series,2017,19082,Semi-Auto,31144,Diesel,145,62.8,2.0,18366.934
 1 Series,2019,18995,Semi-Auto,5250,Petrol,145,55.5,1.5,18363.186
 3 Series,2018,18000,Automatic,23611,Diesel,150,64.2,0.0,18361.516
 3 Series,2017,18400,Automatic,27232,Other,135,134.5,2.0,18360.79
 3 Series,2016,18080,Automatic,22186,Petrol,200,43.5,2.0,18360.738
 1 Series,2017,19680,Semi-Auto,15385,Diesel,145,61.4,2.0,18360.635
 3 Series,2017,17490,Semi-Auto,29009,Diesel,150,64.2,2.0,18360.576
 3 Series,2016,17547,Automatic,13969,Hybrid,0,134.5,2.0,18358.98
 1 Series,2019,16555,Manual,9451,Diesel,145,68.9,2.0,18356.584
 3 Series,2018,19995,Manual,22000,Diesel,145,61.4,2.0,18355.748
 1 Series,2019,16995,Automatic,9399,Diesel,145,70.6,2.0,18355.47
 1 Series,2016,17500,Automatic,24299,Petrol,235,37.7,3.0,18353.559
 5 Series,2016,17500,Automatic,36155,Diesel,160,51.4,3.0,18348.062
 1 Series,2019,19995,Semi-Auto,17546,Diesel,150,68.9,1.5,18347.383
 3 Series,2017,17000,Semi-Auto,22639,Petrol,150,48.7,2.0,18347.045
 3 Series,2016,20400,Automatic,40421,Diesel,160,51.4,3.0,18344.438
 X3,2015,17498,Semi-Auto,48867,Diesel,145,54.3,2.0,18343.125
 1 Series,2019,18998,Manual,12250,Diesel,150,70.6,1.5,18342.72
 3 Series,2017,19450,Semi-Auto,31508,Diesel,150,62.8,2.0,18329.889
 X5,2013,15995,Automatic,76000,Diesel,300,37.7,3.0,18328.465
 2 Series,2016,17495,Manual,31000,Petrol,260,36.2,3.0,18325.33
 X3,2016,18800,Automatic,46911,Diesel,150,54.3,2.0,18321.781
 X1,2016,18500,Automatic,27000,Diesel,145,55.4,2.0,18320.195
 3 Series,2017,21298,Semi-Auto,25533,Petrol,145,48.7,2.0,18317.441
 X1,2017,17299,Automatic,35779,Diesel,145,55.4,2.0,18315.074
 3 Series,2018,18000,Automatic,24240,Diesel,150,64.2,0.0,18314.809
 2 Series,2017,18675,Automatic,13475,Diesel,145,62.8,2.0,18314.55
 3 Series,2016,17990,Automatic,40000,Diesel,160,51.4,3.0,18314.012
 X5,2013,16498,Automatic,56003,Diesel,300,38.2,3.0,18313.787
 X3,2016,19990,Automatic,50000,Diesel,145,54.3,2.0,18313.473
 2 Series,2018,16780,Semi-Auto,21204,Petrol,145,40.9,1.5,18305.502
 1 Series,2018,22950,Semi-Auto,14537,Diesel,150,60.1,2.0,18304.016
 2 Series,2017,18100,Semi-Auto,20319,Petrol,145,48.7,2.0,18303.416
 X1,2016,19572,Semi-Auto,32603,Diesel,125,60.1,2.0,18303.15
 3 Series,2016,16747,Semi-Auto,25513,Diesel,145,56.5,3.0,18302.834
 3 Series,2017,18495,Semi-Auto,29999,Diesel,145,64.2,2.0,18302.264
 3 Series,2017,18998,Semi-Auto,30355,Diesel,145,64.2,2.0,18302.264
 3 Series,2017,17141,Semi-Auto,30171,Diesel,145,64.2,2.0,18302.264
 3 Series,2018,16950,Semi-Auto,27641,Diesel,150,65.7,2.0,18301.693
 X1,2016,19000,Automatic,27673,Diesel,145,55.4,2.0,18299.602
 1 Series,2019,19850,Semi-Auto,8000,Petrol,145,54.3,1.5,18299.365
 1 Series,2018,17850,Automatic,748,Petrol,145,47.9,2.0,18294.861
 1 Series,2019,17980,Manual,7103,Diesel,145,70.6,1.5,18292.664
 2 Series,2017,16491,Semi-Auto,22080,Petrol,145,48.7,2.0,18290.7
 X3,2015,19990,Semi-Auto,53700,Diesel,145,54.3,2.0,18290.246
 X1,2017,18300,Automatic,43147,Diesel,145,57.6,2.0,18285.957
 2 Series,2017,17998,Semi-Auto,27997,Diesel,145,57.6,2.0,18283.55
 2 Series,2015,17490,Semi-Auto,36000,Petrol,265,37.2,3.0,18280.88
 Z4,2016,18650,Semi-Auto,25300,Petrol,205,41.5,2.0,18278.605
 X5,2013,16500,Automatic,59187,Diesel,300,38.2,3.0,18272.43
 3 Series,2016,19000,Semi-Auto,40500,Diesel,145,53.3,3.0,18268.836
 1 Series,2017,18995,Semi-Auto,17108,Diesel,145,61.4,2.0,18268.781
 2 Series,2017,16350,Automatic,13750,Diesel,145,62.8,2.0,18268.564
 3 Series,2016,16500,Automatic,20000,Diesel,135,56.5,3.0,18267.713
 1 Series,2018,20450,Semi-Auto,14602,Diesel,145,60.1,2.0,18266.451
 3 Series,2018,18199,Manual,13503,Diesel,145,64.2,2.0,18265.334
 4 Series,2017,19000,Manual,19202,Diesel,145,60.1,2.0,18262.084
 3 Series,2017,17400,Automatic,34437,Diesel,145,56.5,3.0,18261.393
 3 Series,2016,17998,Semi-Auto,23106,Hybrid,0,134.5,2.0,18258.535
 2 Series,2017,16999,Semi-Auto,29000,Diesel,145,60.1,2.0,18252.34
 3 Series,2016,18656,Semi-Auto,27621,Diesel,145,56.5,3.0,18248.842
 3 Series,2018,17899,Semi-Auto,40500,Petrol,145,48.7,2.0,18248.533
 3 Series,2017,18490,Semi-Auto,32500,Diesel,150,64.2,2.0,18245.695
 3 Series,2018,16600,Automatic,36287,Petrol,145,48.7,2.0,18245.443
 1 Series,2019,19995,Semi-Auto,11754,Diesel,145,68.9,1.5,18242.885
 3 Series,2016,17698,Semi-Auto,27840,Hybrid,0,134.5,2.0,18241.002
 3 Series,2016,17298,Semi-Auto,27985,Hybrid,0,134.5,2.0,18241.002
 3 Series,2016,18888,Automatic,17749,Diesel,145,56.5,3.0,18238.773
 3 Series,2018,19999,Manual,14875,Petrol,145,47.9,2.0,18237.973
 1 Series,2016,17499,Automatic,26855,Petrol,235,37.7,3.0,18230.541
 7 Series,2015,17950,Automatic,65397,Diesel,160,49.6,3.0,18229.38
 2 Series,2018,17999,Automatic,5301,Petrol,145,36.7,1.5,18226.76
 1 Series,2017,17950,Semi-Auto,17988,Diesel,145,61.4,2.0,18226.357
 2 Series,2018,19950,Semi-Auto,10206,Petrol,145,50.4,1.5,18225.355
 3 Series,2019,17480,Semi-Auto,22539,Petrol,150,51.4,1.5,18222.791
 X1,2016,18795,Manual,12370,Diesel,125,58.9,2.0,18220.254
 3 Series,2016,17640,Semi-Auto,28590,Diesel,145,56.5,3.0,18217.734
 X1,2016,16698,Semi-Auto,37272,Petrol,160,44.8,2.0,18213.969
 4 Series,2016,17561,Semi-Auto,46435,Diesel,145,55.4,3.0,18211.623
 5 Series,2017,18900,Automatic,62352,Diesel,145,65.7,2.0,18208.941
 1 Series,2016,18998,Manual,13857,Petrol,260,36.2,3.0,18208.924
 3 Series,2017,17200,Automatic,34544,Diesel,145,56.5,3.0,18202.17
 4 Series,2017,15991,Semi-Auto,37847,Diesel,150,65.7,2.0,18201.537
 X1,2017,16998,Semi-Auto,46622,Diesel,125,57.6,2.0,18201.418
 X1,2016,18650,Automatic,29330,Diesel,145,55.4,2.0,18201.137
 3 Series,2016,18439,Automatic,32731,Hybrid,0,134.5,2.0,18199.527
 3 Series,2016,18988,Automatic,32722,Hybrid,0,134.5,2.0,18199.527
 4 Series,2017,17940,Automatic,38013,Diesel,145,60.1,2.0,18198.346
 5 Series,2016,18250,Automatic,17000,Diesel,125,60.1,2.0,18195.705
 3 Series,2015,16970,Automatic,42938,Diesel,200,49.6,3.0,18189.742
 2 Series,2018,16470,Semi-Auto,18323,Diesel,145,56.5,1.5,18186.85
 3 Series,2016,18789,Automatic,33078,Hybrid,0,134.5,2.0,18183.363
 1 Series,2019,17498,Manual,11211,Diesel,150,70.6,1.5,18182.848
 2 Series,2018,17498,Semi-Auto,22480,Petrol,145,50.4,1.5,18181.729
 3 Series,2017,16950,Semi-Auto,34110,Diesel,145,62.8,2.0,18180.102
 3 Series,2016,18000,Semi-Auto,15088,Diesel,145,55.4,3.0,18176.113
 1 Series,2018,17498,Semi-Auto,17063,Petrol,145,36.7,2.0,18172.613
 1 Series,2017,18480,Manual,39201,Petrol,150,36.2,3.0,18171.318
 X3,2016,16900,Automatic,70232,Diesel,200,47.9,3.0,18167.54
 1 Series,2019,16500,Semi-Auto,5000,Diesel,145,72.4,1.5,18166.06
 4 Series,2016,19881,Semi-Auto,21972,Diesel,30,65.7,2.0,18164.732
 4 Series,2016,18430,Semi-Auto,22220,Diesel,30,65.7,2.0,18164.732
 1 Series,2016,16990,Automatic,26000,Petrol,235,37.7,3.0,18164.555
 1 Series,2019,18480,Manual,5501,Diesel,150,70.6,1.5,18160.738
 4 Series,2016,18512,Semi-Auto,21470,Diesel,30,65.7,2.0,18153.242
 X4,2015,17990,Automatic,66000,Diesel,145,54.3,2.0,18152.477
 1 Series,2017,19792,Automatic,15867,Diesel,145,61.4,2.0,18152.117
 X5,2015,17500,Automatic,116130,Diesel,200,47.9,3.0,18151.72
 1 Series,2016,19290,Automatic,28451,Petrol,240,37.7,3.0,18149.943
 1 Series,2016,17199,Manual,18706,Petrol,260,36.2,3.0,18148.732
 1 Series,2016,18698,Manual,18743,Petrol,260,36.2,3.0,18148.732
 X1,2016,17900,Semi-Auto,34382,Diesel,125,57.6,2.0,18148.61
 X1,2016,17770,Semi-Auto,34290,Diesel,125,57.6,2.0,18148.61
 1 Series,2016,19989,Manual,24322,Petrol,265,36.2,3.0,18140.93
 1 Series,2019,17250,Manual,4122,Petrol,145,53.3,1.5,18137.297
 1 Series,2019,17250,Manual,4028,Petrol,145,53.3,1.5,18137.297
 3 Series,2018,18700,Semi-Auto,42565,Diesel,145,64.2,2.0,18136.07
 4 Series,2016,18499,Automatic,60018,Diesel,160,49.6,3.0,18135.896
 1 Series,2019,18989,Manual,20442,Diesel,150,70.6,1.5,18134.846
 3 Series,2016,17391,Semi-Auto,54584,Diesel,160,51.4,3.0,18134.453
 3 Series,2015,16559,Automatic,42199,Diesel,160,49.6,3.0,18134.223
 3 Series,2017,17300,Automatic,27288,Petrol,150,46.3,2.0,18131.115
 X1,2017,19540,Automatic,34240,Diesel,125,57.6,2.0,18125.674
 X4,2014,17450,Automatic,67975,Diesel,200,47.9,3.0,18121.99
 1 Series,2018,16500,Semi-Auto,7656,Petrol,145,37.2,1.5,18119.047
 4 Series,2016,17799,Automatic,20986,Diesel,125,60.1,2.0,18118.209
 3 Series,2017,19250,Automatic,69000,Diesel,160,51.4,3.0,18116.38
 M3,2004,17850,Manual,60000,Petrol,325,23.3,3.2,18113.902
 1 Series,2019,17480,Semi-Auto,3583,Petrol,145,55.5,1.5,18109.19
 3 Series,2016,17698,Semi-Auto,36764,Diesel,145,54.3,3.0,18107.88
 3 Series,2018,17995,Semi-Auto,40456,Diesel,145,64.2,2.0,18106.59
 3 Series,2017,17650,Automatic,29426,Petrol,200,43.5,2.0,18100.863
 X1,2016,16690,Automatic,32333,Diesel,145,55.4,2.0,18100.344
 X1,2016,17998,Semi-Auto,38565,Diesel,145,55.4,2.0,18099.898
 4 Series,2016,18750,Automatic,26194,Petrol,160,45.6,2.0,18099.713
 X3,2015,14490,Automatic,31000,Diesel,145,55.4,2.0,18096.412
 1 Series,2016,19875,Automatic,31800,Petrol,235,37.7,3.0,18095.893
 1 Series,2019,18022,Semi-Auto,2501,Petrol,150,55.5,1.5,18094.031
 4 Series,2017,17490,Semi-Auto,35519,Diesel,30,65.7,2.0,18093.428
 2 Series,2018,19600,Manual,15621,Diesel,145,60.1,2.0,18090.203
 X1,2018,16999,Automatic,35077,Diesel,145,65.7,2.0,18090.088
 X1,2017,17861,Semi-Auto,20932,Diesel,30,65.7,2.0,18085.734
 4 Series,2016,17940,Automatic,27069,Petrol,165,45.6,2.0,18083.799
 5 Series,2016,18749,Automatic,41431,Diesel,160,51.4,3.0,18082.3
 X1,2017,19995,Semi-Auto,48000,Diesel,125,57.6,2.0,18081.012
 1 Series,2017,20990,Semi-Auto,25249,Diesel,150,61.4,2.0,18078.195
 X3,2016,18850,Automatic,56782,Diesel,145,54.3,2.0,18074.188
 1 Series,2017,19888,Automatic,17760,Diesel,145,61.4,2.0,18072.705
 1 Series,2019,17290,Automatic,17500,Diesel,150,68.9,1.5,18071.008
 4 Series,2016,17340,Semi-Auto,33011,Diesel,30,65.7,2.0,18070.531
 4 Series,2016,17500,Semi-Auto,33064,Diesel,30,65.7,2.0,18070.531
 2 Series,2017,18700,Automatic,17814,Petrol,145,47.9,2.0,18069.436
 1 Series,2019,17800,Manual,7218,Petrol,150,52.3,1.5,18068.123
 3 Series,2017,17000,Automatic,23243,Petrol,165,44.8,2.0,18066.484
 3 Series,2016,18490,Semi-Auto,15634,Diesel,125,57.6,2.0,18054.914
 4 Series,2016,17999,Automatic,21280,Petrol,145,48.7,2.0,18052.078
 2 Series,2018,16890,Semi-Auto,21688,Diesel,145,56.5,1.5,18051.496
 1 Series,2018,17495,Semi-Auto,7700,Petrol,145,36.7,1.5,18050.646
 X1,2016,19499,Automatic,21822,Diesel,125,60.1,2.0,18050.537
 2 Series,2015,18991,Semi-Auto,57003,Petrol,260,37.2,3.0,18048.725
 4 Series,2016,17995,Semi-Auto,24709,Diesel,30,65.7,2.0,18046.092
 X1,2016,18286,Semi-Auto,35300,Diesel,125,57.6,2.0,18043.012
 1 Series,2019,18995,Semi-Auto,5975,Petrol,145,55.5,1.5,18042.66
 3 Series,2019,18950,Automatic,22500,Petrol,150,51.4,1.5,18041.316
 3 Series,2015,17495,Semi-Auto,38249,Diesel,160,51.4,3.0,18040.215
 1 Series,2019,16695,Manual,4160,Petrol,145,53.3,1.5,18037.559
 3 Series,2017,16550,Automatic,20771,Diesel,145,64.2,2.0,18036.29
 3 Series,2016,16600,Automatic,23114,Diesel,145,53.3,3.0,18032.748
 3 Series,2019,17480,Semi-Auto,20671,Petrol,150,51.4,1.5,18029.025
 3 Series,2017,17100,Automatic,44255,Diesel,145,54.3,3.0,18027.67
 4 Series,2017,19352,Automatic,36220,Diesel,145,65.7,2.0,18025.098
 4 Series,2017,18790,Automatic,36207,Diesel,145,65.7,2.0,18025.098
 3 Series,2017,16499,Automatic,22248,Diesel,150,64.2,2.0,18024.086
 1 Series,2016,18298,Manual,21236,Petrol,260,36.2,3.0,18020.79
 X1,2017,19085,Automatic,36983,Diesel,145,57.6,2.0,18019.912
 X3,2015,20250,Automatic,42000,Diesel,145,54.3,2.0,18015.994
 5 Series,2017,16700,Automatic,36164,Diesel,125,60.1,2.0,18001.814
 X3,2015,17999,Automatic,39744,Diesel,145,54.3,2.0,17999.238
 2 Series,2019,18350,Manual,16606,Petrol,150,52.3,1.5,17996.586
 3 Series,2016,19000,Automatic,26114,Diesel,145,53.3,3.0,17994.691
 3 Series,2016,18770,Automatic,26108,Diesel,145,53.3,3.0,17994.691
 X1,2017,17790,Semi-Auto,36885,Diesel,125,60.1,2.0,17992.75
 4 Series,2016,17995,Automatic,27203,Diesel,125,58.9,2.0,17991.9
 4 Series,2016,17499,Automatic,35399,Diesel,145,55.4,3.0,17991.049
 1 Series,2019,18685,Semi-Auto,11423,Diesel,145,74.3,2.0,17988.336
 4 Series,2017,17990,Manual,19000,Petrol,145,46.3,2.0,17986.354
 1 Series,2019,17898,Semi-Auto,11804,Diesel,145,70.6,2.0,17984.635
 3 Series,2015,18500,Semi-Auto,38218,Diesel,165,51.4,3.0,17980.938
 1 Series,2018,19950,Semi-Auto,9271,Petrol,145,47.9,2.0,17978.945
 4 Series,2016,17450,Semi-Auto,27089,Diesel,30,65.7,2.0,17977.414
 1 Series,2019,18480,Automatic,10164,Diesel,145,68.9,1.5,17975.025
 2 Series,2014,17998,Semi-Auto,17787,Petrol,260,37.2,3.0,17971.56
 X3,2015,15450,Automatic,42437,Diesel,145,54.3,2.0,17971.342
 X3,2016,20800,Manual,28000,Diesel,160,52.3,2.0,17970.723
 Z4,2016,16500,Semi-Auto,29850,Petrol,205,41.5,2.0,17970.127
 3 Series,2016,19399,Automatic,22317,Hybrid,0,134.5,2.0,17968.508
 X3,2015,14998,Semi-Auto,34348,Diesel,150,55.4,2.0,17968.38
 4 Series,2016,15790,Semi-Auto,73921,Diesel,160,51.4,3.0,17963.346
 2 Series,2016,17869,Semi-Auto,39955,Petrol,205,43.5,2.0,17963.195
 2 Series,2018,20981,Manual,15674,Petrol,150,47.1,1.5,17960.752
 1 Series,2019,18000,Manual,4696,Petrol,145,53.3,1.5,17955.676
 1 Series,2019,18480,Manual,10302,Diesel,145,70.6,1.5,17954.902
 3 Series,2016,18998,Automatic,24709,Diesel,145,53.3,3.0,17953.133
 X1,2016,17998,Manual,14300,Diesel,125,58.9,2.0,17947.422
 2 Series,2018,20952,Semi-Auto,42912,Petrol,150,47.9,2.0,17944.06
 3 Series,2017,15995,Semi-Auto,34700,Diesel,150,64.2,2.0,17943.455
 4 Series,2016,19737,Semi-Auto,29958,Diesel,30,65.7,2.0,17942.814
 X1,2016,19682,Semi-Auto,41455,Diesel,125,57.6,2.0,17942.686
 3 Series,2017,17150,Semi-Auto,35825,Diesel,145,62.8,2.0,17941.2
 X1,2016,19100,Automatic,28785,Diesel,125,57.6,2.0,17934.266
 X1,2017,16400,Automatic,24852,Diesel,150,65.7,2.0,17929.793
 6 Series,2014,17791,Semi-Auto,45012,Diesel,165,49.6,3.0,17928.344
 3 Series,2018,16998,Semi-Auto,21879,Petrol,150,51.4,1.5,17926.771
 1 Series,2019,15990,Manual,5161,Petrol,145,53.3,1.5,17926.432
 5 Series,2016,18810,Semi-Auto,35404,Diesel,160,51.4,2.0,17925.947
 X1,2017,17795,Automatic,40787,Diesel,125,57.6,2.0,17923.463
 X3,2015,18298,Semi-Auto,58779,Diesel,145,54.3,2.0,17921.125
 1 Series,2018,18480,Semi-Auto,17402,Petrol,145,47.9,2.0,17920.75
 3 Series,2018,16999,Manual,7000,Diesel,145,67.3,2.0,17917.85
 3 Series,2018,18010,Manual,36039,Diesel,145,58.9,2.0,17914.152
 3 Series,2018,20995,Semi-Auto,47386,Diesel,145,64.2,2.0,17913.814
 4 Series,2016,19990,Semi-Auto,35900,Diesel,125,60.1,2.0,17913.787
 3 Series,2017,15498,Semi-Auto,43678,Diesel,150,60.1,2.0,17912.793
 3 Series,2017,18000,Automatic,24599,Diesel,150,62.8,2.0,17912.402
 4 Series,2016,17999,Manual,11834,Diesel,125,57.6,2.0,17909.79
